,Parameter,General source,Source,Commodity,Value,"Commodity, source"
694,"Refined price elasticity
to SD ( ), n=1",This study,This study 9,Cu,-0.94832982101707,"Cu, this study"
695,"Refined price elasticity
to SD ( ), n=1",This study,This study 10,Cu,-0.5699051058944281,"Cu, this study"
696,"Refined price elasticity
to SD ( ), n=1",This study,This study 11,Cu,-0.776482858878414,"Cu, this study"
697,"Refined price elasticity
to SD ( ), n=1",This study,This study 12,Cu,-0.7901536326089377,"Cu, this study"
698,"Refined price elasticity
to SD ( ), n=1",This study,This study 13,Cu,-0.1974385164393464,"Cu, this study"
699,"Refined price elasticity
to SD ( ), n=1",This study,This study 14,Cu,-0.3972997488775106,"Cu, this study"
700,"Refined price elasticity
to SD ( ), n=1",This study,This study 15,Cu,-0.8693758539998289,"Cu, this study"
701,"Refined price elasticity
to SD ( ), n=1",This study,This study 16,Cu,-0.7580732043280378,"Cu, this study"
702,"Refined price elasticity
to SD ( ), n=1",This study,This study 17,Cu,-0.6659969331587651,"Cu, this study"
703,"Refined price elasticity
to SD ( ), n=1",This study,This study 18,Cu,-0.577087178532228,"Cu, this study"
704,"Refined price elasticity
to SD ( ), n=1",This study,This study 19,Cu,-0.8477255536765506,"Cu, this study"
705,"Refined price elasticity
to SD ( ), n=1",This study,This study 20,Cu,-0.4991027629161537,"Cu, this study"
706,"Refined price elasticity
to SD ( ), n=1",This study,This study 21,Cu,-0.7434214075775066,"Cu, this study"
707,"Refined price elasticity
to SD ( ), n=1",This study,This study 22,Cu,-0.707387885464045,"Cu, this study"
708,"Refined price elasticity
to SD ( ), n=1",This study,This study 23,Cu,-0.6614806267215376,"Cu, this study"
709,"Refined price elasticity
to SD ( ), n=1",This study,This study 24,Cu,-0.4977186276144524,"Cu, this study"
710,"Refinery SR elasticity
to TCRC ( ), n=1",This study,This study 0,Cu,-0.4268805084237848,"Cu, this study"
711,"Refinery SR elasticity
to TCRC ( ), n=1",This study,This study 1,Cu,-0.0487324606354837,"Cu, this study"
712,"Refinery SR elasticity
to TCRC ( ), n=1",This study,This study 2,Cu,-0.9181264088081984,"Cu, this study"
713,"Refinery SR elasticity
to TCRC ( ), n=1",This study,This study 3,Cu,-0.0405982865968932,"Cu, this study"
714,"Refinery SR elasticity
to TCRC ( ), n=1",This study,This study 4,Cu,-0.9485844305095772,"Cu, this study"
715,"Refinery SR elasticity
to TCRC ( ), n=1",This study,This study 5,Cu,-0.200874002708062,"Cu, this study"
716,"Refinery SR elasticity
to TCRC ( ), n=1",This study,This study 6,Cu,-0.7148995826239316,"Cu, this study"
717,"Refinery SR elasticity
to TCRC ( ), n=1",This study,This study 7,Cu,-0.5361420687785323,"Cu, this study"
718,"Refinery SR elasticity
to TCRC ( ), n=1",This study,This study 8,Cu,-0.6321526964360057,"Cu, this study"
719,"Refinery SR elasticity
to TCRC ( ), n=1",This study,This study 9,Cu,-0.8858218743545384,"Cu, this study"
720,"Refinery SR elasticity
to TCRC ( ), n=1",This study,This study 10,Cu,-0.748191658907556,"Cu, this study"
721,"Refinery SR elasticity
to TCRC ( ), n=1",This study,This study 11,Cu,-0.7221093075287534,"Cu, this study"
722,"Refinery SR elasticity
to TCRC ( ), n=1",This study,This study 12,Cu,-0.5116475669169915,"Cu, this study"
723,"Refinery SR elasticity
to TCRC ( ), n=1",This study,This study 13,Cu,-0.5525088974779195,"Cu, this study"
724,"Refinery SR elasticity
to TCRC ( ), n=1",This study,This study 14,Cu,-0.6403130837178512,"Cu, this study"
725,"Refinery SR elasticity
to TCRC ( ), n=1",This study,This study 15,Cu,-0.8925134769909715,"Cu, this study"
726,"Refinery SR elasticity
to TCRC ( ), n=1",This study,This study 16,Cu,-0.5378068077728129,"Cu, this study"
727,"Refinery SR elasticity
to TCRC ( ), n=1",This study,This study 17,Cu,-0.5117662538072207,"Cu, this study"
728,"Refinery SR elasticity
to TCRC ( ), n=1",This study,This study 18,Cu,-0.0221779864078757,"Cu, this study"
729,"Refinery SR elasticity
to TCRC ( ), n=1",This study,This study 19,Cu,-0.1380659163727179,"Cu, this study"
730,"Refinery SR elasticity
to TCRC ( ), n=1",This study,This study 20,Cu,-0.4320947396499036,"Cu, this study"
731,"Refinery SR elasticity
to TCRC ( ), n=1",This study,This study 21,Cu,-0.0872838051379262,"Cu, this study"
732,"Refinery SR elasticity
to TCRC ( ), n=1",This study,This study 22,Cu,-0.9168739000547584,"Cu, this study"
733,"Refinery SR elasticity
to TCRC ( ), n=1",This study,This study 23,Cu,-0.966961757217888,"Cu, this study"
734,"Refinery SR elasticity
to TCRC ( ), n=1",This study,This study 24,Cu,-0.7697170495282862,"Cu, this study"
735,"Refinery SR elasticity
to scrap spread ( ), n=1",This study,This study 0,Cu,0.3039667640018241,"Cu, this study"
736,"Refinery SR elasticity
to scrap spread ( ), n=1",This study,This study 1,Cu,0.3183928124713098,"Cu, this study"
737,"Refinery SR elasticity
to scrap spread ( ), n=1",This study,This study 2,Cu,0.9170225474158464,"Cu, this study"
738,"Refinery SR elasticity
to scrap spread ( ), n=1",This study,This study 3,Cu,0.1006203810341771,"Cu, this study"
739,"Refinery SR elasticity
to scrap spread ( ), n=1",This study,This study 4,Cu,0.6361693668995301,"Cu, this study"
740,"Refinery SR elasticity
to scrap spread ( ), n=1",This study,This study 5,Cu,0.3436931405641462,"Cu, this study"
741,"Refinery SR elasticity
to scrap spread ( ), n=1",This study,This study 6,Cu,0.9089886686024928,"Cu, this study"
742,"Refinery SR elasticity
to scrap spread ( ), n=1",This study,This study 7,Cu,0.5173399263990659,"Cu, this study"
743,"Refinery SR elasticity
to scrap spread ( ), n=1",This study,This study 8,Cu,0.9073021109921234,"Cu, this study"
744,"Refinery SR elasticity
to scrap spread ( ), n=1",This study,This study 9,Cu,0.4774200001545687,"Cu, this study"
745,"Refinery SR elasticity
to scrap spread ( ), n=1",This study,This study 10,Cu,0.1782238668808894,"Cu, this study"
746,"Refinery SR elasticity
to scrap spread ( ), n=1",This study,This study 11,Cu,0.9374226480106144,"Cu, this study"
747,"Refinery SR elasticity
to scrap spread ( ), n=1",This study,This study 12,Cu,0.1609207490657491,"Cu, this study"
748,"Refinery SR elasticity
to scrap spread ( ), n=1",This study,This study 13,Cu,0.4394402856480885,"Cu, this study"
749,"Refinery SR elasticity
to scrap spread ( ), n=1",This study,This study 14,Cu,0.4492146390438999,"Cu, this study"
750,"Refinery SR elasticity
to scrap spread ( ), n=1",This study,This study 15,Cu,0.2736549976214604,"Cu, this study"
751,"Refinery SR elasticity
to scrap spread ( ), n=1",This study,This study 16,Cu,0.9696502893101916,"Cu, this study"
752,"Refinery SR elasticity
to scrap spread ( ), n=1",This study,This study 17,Cu,0.1016851762114642,"Cu, this study"
753,"Refinery SR elasticity
to scrap spread ( ), n=1",This study,This study 18,Cu,0.2907113685175345,"Cu, this study"
754,"Refinery SR elasticity
to scrap spread ( ), n=1",This study,This study 19,Cu,0.6237211275965705,"Cu, this study"
755,"Refinery SR elasticity
to scrap spread ( ), n=1",This study,This study 20,Cu,0.2410578167245435,"Cu, this study"
756,"Refinery SR elasticity
to scrap spread ( ), n=1",This study,This study 21,Cu,0.8485659694114536,"Cu, this study"
757,"Refinery SR elasticity
to scrap spread ( ), n=1",This study,This study 22,Cu,0.2761142718955358,"Cu, this study"
758,"Refinery SR elasticity
to scrap spread ( ), n=1",This study,This study 23,Cu,0.4038676804923509,"Cu, this study"
759,"Refinery SR elasticity
to scrap spread ( ), n=1",This study,This study 24,Cu,0.3564493604578371,"Cu, this study"
760,"Scrap spread elasticity
to SD ( ), n=1",This study,This study 0,Cu,0.2368840383743511,"Cu, this study"
761,"Scrap spread elasticity
to SD ( ), n=1",This study,This study 1,Cu,0.9359027998953224,"Cu, this study"
762,"Scrap spread elasticity
to SD ( ), n=1",This study,This study 2,Cu,0.7063576175665497,"Cu, this study"
763,"Scrap spread elasticity
to SD ( ), n=1",This study,This study 3,Cu,0.2719126970196818,"Cu, this study"
764,"Scrap spread elasticity
to SD ( ), n=1",This study,This study 4,Cu,0.1088552868223835,"Cu, this study"
765,"Scrap spread elasticity
to SD ( ), n=1",This study,This study 5,Cu,0.0781038573545672,"Cu, this study"
766,"Scrap spread elasticity
to SD ( ), n=1",This study,This study 6,Cu,0.1742826666280285,"Cu, this study"
767,"Scrap spread elasticity
to SD ( ), n=1",This study,This study 7,Cu,0.4469420447925819,"Cu, this study"
768,"Scrap spread elasticity
to SD ( ), n=1",This study,This study 8,Cu,0.9976224615439274,"Cu, this study"
769,"Scrap spread elasticity
to SD ( ), n=1",This study,This study 9,Cu,0.9593037845727902,"Cu, this study"
770,"Scrap spread elasticity
to SD ( ), n=1",This study,This study 10,Cu,0.7953730224064651,"Cu, this study"
771,"Scrap spread elasticity
to SD ( ), n=1",This study,This study 11,Cu,0.7611442537155084,"Cu, this study"
772,"Scrap spread elasticity
to SD ( ), n=1",This study,This study 12,Cu,0.4252330372971293,"Cu, this study"
773,"Scrap spread elasticity
to SD ( ), n=1",This study,This study 13,Cu,0.5152429027921601,"Cu, this study"
774,"Scrap spread elasticity
to SD ( ), n=1",This study,This study 14,Cu,0.8534773616523357,"Cu, this study"
775,"Scrap spread elasticity
to SD ( ), n=1",This study,This study 15,Cu,0.1304967532958831,"Cu, this study"
776,"Scrap spread elasticity
to SD ( ), n=1",This study,This study 16,Cu,0.0273284031097503,"Cu, this study"
777,"Scrap spread elasticity
to SD ( ), n=1",This study,This study 17,Cu,0.6190007852641738,"Cu, this study"
778,"Scrap spread elasticity
to SD ( ), n=1",This study,This study 18,Cu,0.2726027704827412,"Cu, this study"
779,"Scrap spread elasticity
to SD ( ), n=1",This study,This study 19,Cu,0.9894464559316496,"Cu, this study"
780,"Scrap spread elasticity
to SD ( ), n=1",This study,This study 20,Cu,0.5251200455365683,"Cu, this study"
781,"Scrap spread elasticity
to SD ( ), n=1",This study,This study 21,Cu,0.9880564458323386,"Cu, this study"
782,"Scrap spread elasticity
to SD ( ), n=1",This study,This study 22,Cu,0.8550803982153189,"Cu, this study"
783,"Scrap spread elasticity
to SD ( ), n=1",This study,This study 23,Cu,0.8632906286353097,"Cu, this study"
784,"Scrap spread elasticity
to SD ( ), n=1",This study,This study 24,Cu,0.8829081494998366,"Cu, this study"
785,"Scrap spread elasticity
to price ( ), n=2",This study,This study 0,Cu,0.4589991722325284,"Cu, this study"
786,"Scrap spread elasticity
to price ( ), n=2",This study,This study 1,Cu,0.4664339768223428,"Cu, this study"
787,"Scrap spread elasticity
to price ( ), n=2",This study,This study 2,Cu,0.5378448884902095,"Cu, this study"
788,"Scrap spread elasticity
to price ( ), n=2",This study,This study 3,Cu,0.0819246460089171,"Cu, this study"
789,"Scrap spread elasticity
to price ( ), n=2",This study,This study 4,Cu,0.4434256156795833,"Cu, this study"
790,"Scrap spread elasticity
to price ( ), n=2",This study,This study 5,Cu,0.9264766954191896,"Cu, this study"
791,"Scrap spread elasticity
to price ( ), n=2",This study,This study 6,Cu,0.9857168552667814,"Cu, this study"
792,"Scrap spread elasticity
to price ( ), n=2",This study,This study 7,Cu,0.6388057505173688,"Cu, this study"
793,"Scrap spread elasticity
to price ( ), n=2",This study,This study 8,Cu,0.2640152871935075,"Cu, this study"
794,"Scrap spread elasticity
to price ( ), n=2",This study,This study 9,Cu,0.1622117087846267,"Cu, this study"
795,"Scrap spread elasticity
to price ( ), n=2",This study,This study 10,Cu,0.9808848552678638,"Cu, this study"
796,"Scrap spread elasticity
to price ( ), n=2",This study,This study 11,Cu,0.4606294606234806,"Cu, this study"
797,"Scrap spread elasticity
to price ( ), n=2",This study,This study 12,Cu,0.1984367172496566,"Cu, this study"
798,"Scrap spread elasticity
to price ( ), n=2",This study,This study 13,Cu,0.2418053870121761,"Cu, this study"
799,"Scrap spread elasticity
to price ( ), n=2",This study,This study 14,Cu,0.7202158963134322,"Cu, this study"
800,"Scrap spread elasticity
to price ( ), n=2",This study,This study 15,Cu,0.4970217428435609,"Cu, this study"
801,"Scrap spread elasticity
to price ( ), n=2",This study,This study 16,Cu,0.6592533192123642,"Cu, this study"
802,"Scrap spread elasticity
to price ( ), n=2",This study,This study 17,Cu,0.624581147074,"Cu, this study"
803,"Scrap spread elasticity
to price ( ), n=2",This study,This study 18,Cu,0.2491408605523877,"Cu, this study"
804,"Scrap spread elasticity
to price ( ), n=2",This study,This study 19,Cu,0.5768561454641635,"Cu, this study"
805,"Scrap spread elasticity
to price ( ), n=2",This study,This study 20,Cu,0.9569140680782768,"Cu, this study"
806,"Scrap spread elasticity
to price ( ), n=2",This study,This study 21,Cu,0.6908941531431049,"Cu, this study"
807,"Scrap spread elasticity
to price ( ), n=2",This study,This study 22,Cu,0.1824034513725212,"Cu, this study"
808,"Scrap spread elasticity
to price ( ), n=2",This study,This study 23,Cu,0.3070652824523915,"Cu, this study"
809,"Scrap spread elasticity
to price ( ), n=2",This study,This study 24,Cu,0.8407719937397004,"Cu, this study"
810,"Secondary refinery CU
elasticity to TCRC ( ), n=1",This study,This study 0,Cu,0.1898361563917748,"Cu, this study"
811,"Secondary refinery CU
elasticity to TCRC ( ), n=1",This study,This study 1,Cu,0.0799237272956548,"Cu, this study"
812,"Secondary refinery CU
elasticity to TCRC ( ), n=1",This study,This study 2,Cu,0.0136573654985445,"Cu, this study"
813,"Secondary refinery CU
elasticity to TCRC ( ), n=1",This study,This study 3,Cu,0.1408677669863484,"Cu, this study"
814,"Secondary refinery CU
elasticity to TCRC ( ), n=1",This study,This study 4,Cu,0.0916954331382512,"Cu, this study"
815,"Secondary refinery CU
elasticity to TCRC ( ), n=1",This study,This study 5,Cu,0.6996078368546321,"Cu, this study"
816,"Secondary refinery CU
elasticity to TCRC ( ), n=1",This study,This study 6,Cu,0.6278221448114921,"Cu, this study"
817,"Secondary refinery CU
elasticity to TCRC ( ), n=1",This study,This study 7,Cu,0.9668994845975863,"Cu, this study"
818,"Secondary refinery CU
elasticity to TCRC ( ), n=1",This study,This study 8,Cu,0.549293894175921,"Cu, this study"
819,"Secondary refinery CU
elasticity to TCRC ( ), n=1",This study,This study 9,Cu,0.9221517301167924,"Cu, this study"
820,"Secondary refinery CU
elasticity to TCRC ( ), n=1",This study,This study 10,Cu,0.470220029033371,"Cu, this study"
821,"Secondary refinery CU
elasticity to TCRC ( ), n=1",This study,This study 11,Cu,0.5536022642603459,"Cu, this study"
822,"Secondary refinery CU
elasticity to TCRC ( ), n=1",This study,This study 12,Cu,0.7563045726889739,"Cu, this study"
823,"Secondary refinery CU
elasticity to TCRC ( ), n=1",This study,This study 13,Cu,0.0838827177435243,"Cu, this study"
824,"Secondary refinery CU
elasticity to TCRC ( ), n=1",This study,This study 14,Cu,0.4330235334591923,"Cu, this study"
825,"Secondary refinery CU
elasticity to TCRC ( ), n=1",This study,This study 15,Cu,0.4795672021249124,"Cu, this study"
826,"Secondary refinery CU
elasticity to TCRC ( ), n=1",This study,This study 16,Cu,0.1696558159744124,"Cu, this study"
827,"Secondary refinery CU
elasticity to TCRC ( ), n=1",This study,This study 17,Cu,0.1343819677654043,"Cu, this study"
828,"Secondary refinery CU
elasticity to TCRC ( ), n=1",This study,This study 18,Cu,0.1528969124102593,"Cu, this study"
829,"Secondary refinery CU
elasticity to TCRC ( ), n=1",This study,This study 19,Cu,0.4730928740744404,"Cu, this study"
830,"Secondary refinery CU
elasticity to TCRC ( ), n=1",This study,This study 20,Cu,0.1042119734788032,"Cu, this study"
831,"Secondary refinery CU
elasticity to TCRC ( ), n=1",This study,This study 21,Cu,0.5273237015651991,"Cu, this study"
832,"Secondary refinery CU
elasticity to TCRC ( ), n=1",This study,This study 22,Cu,0.7265726788904223,"Cu, this study"
833,"Secondary refinery CU
elasticity to TCRC ( ), n=1",This study,This study 23,Cu,0.6157927890558175,"Cu, this study"
834,"Secondary refinery CU
elasticity to TCRC ( ), n=1",This study,This study 24,Cu,0.2436989922966361,"Cu, this study"
835,"TCRC elasticity to
SD ( ), n=1",This study,This study 0,Cu,0.0185607924372803,"Cu, this study"
836,"TCRC elasticity to
SD ( ), n=1",This study,This study 1,Cu,0.0894748372630639,"Cu, this study"
837,"TCRC elasticity to
SD ( ), n=1",This study,This study 2,Cu,0.0827230460974796,"Cu, this study"
838,"TCRC elasticity to
SD ( ), n=1",This study,This study 3,Cu,0.0010955042567093,"Cu, this study"
