,Year,Commodity,Historical or simulated,Scenario,TCRC
1742,2003.0,Cu,Simulated,2,283.1091702430832
1743,2004.0,Cu,Simulated,2,279.3825471345001
1744,2005.0,Cu,Simulated,2,284.1769061288638
1745,2006.0,Cu,Simulated,2,302.57027953565483
1746,2007.0,Cu,Simulated,2,314.569971469026
1747,2008.0,Cu,Simulated,2,324.58420266414925
1748,2009.0,Cu,Simulated,2,323.957425119722
1749,2010.0,Cu,Simulated,2,317.89215785763764
1750,2011.0,Cu,Simulated,2,324.4888076636091
1751,2012.0,Cu,Simulated,2,329.19396570378103
1752,2013.0,Cu,Simulated,2,332.2251591809488
1753,2014.0,Cu,Simulated,2,336.3808431800777
1754,2015.0,Cu,Simulated,2,345.7027016839006
1755,2016.0,Cu,Simulated,2,332.80900161506946
1756,2017.0,Cu,Simulated,2,345.0173993581501
1757,2018.0,Cu,Simulated,2,348.0186875879633
1758,2019.0,Cu,Simulated,2,347.04815415446507
1759,2001.0,Cu,Simulated,3,244.58269249721965
1760,2002.0,Cu,Simulated,3,244.8769588168441
1761,2003.0,Cu,Simulated,3,245.2362147774912
1762,2004.0,Cu,Simulated,3,245.4000998255035
1763,2005.0,Cu,Simulated,3,245.6621517298023
1764,2006.0,Cu,Simulated,3,245.98588566335036
1765,2007.0,Cu,Simulated,3,246.3782273517519
1766,2008.0,Cu,Simulated,3,246.73382476048013
1767,2009.0,Cu,Simulated,3,246.8702632811109
1768,2010.0,Cu,Simulated,3,246.7899546348041
1769,2011.0,Cu,Simulated,3,246.8567158334514
1770,2012.0,Cu,Simulated,3,246.8242918875792
1771,2013.0,Cu,Simulated,3,246.8487228449564
1772,2014.0,Cu,Simulated,3,246.9423517298016
1773,2015.0,Cu,Simulated,3,247.0409455527503
1774,2016.0,Cu,Simulated,3,247.1351527087568
1775,2017.0,Cu,Simulated,3,247.2980807623569
1776,2018.0,Cu,Simulated,3,247.5094652054301
1777,2019.0,Cu,Simulated,3,247.7198874041867
1778,2001.0,Cu,Simulated,4,230.57841382627615
1779,2002.0,Cu,Simulated,4,232.66851785780037
1780,2003.0,Cu,Simulated,4,250.7807098046492
1781,2004.0,Cu,Simulated,4,261.6733075590834
1782,2005.0,Cu,Simulated,4,272.5779218858223
1783,2006.0,Cu,Simulated,4,285.05248441605295
1784,2007.0,Cu,Simulated,4,304.10643536911124
1785,2008.0,Cu,Simulated,4,320.04354707541086
1786,2009.0,Cu,Simulated,4,335.83447308594515
1787,2010.0,Cu,Simulated,4,350.3001094867867
1788,2011.0,Cu,Simulated,4,360.9131456214652
1789,2012.0,Cu,Simulated,4,372.61829163867657
1790,2013.0,Cu,Simulated,4,376.64528163278936
1791,2014.0,Cu,Simulated,4,382.0193606130347
1792,2015.0,Cu,Simulated,4,391.3145711552635
1793,2016.0,Cu,Simulated,4,388.7027868250931
1794,2017.0,Cu,Simulated,4,393.6808125068575
1795,2018.0,Cu,Simulated,4,398.675978873436
1796,2019.0,Cu,Simulated,4,405.0150508156227
1797,2001.0,Cu,Simulated,5,241.83686629225247
1798,2002.0,Cu,Simulated,5,183.55160058650677
1799,2003.0,Cu,Simulated,5,253.37021707895835
1800,2004.0,Cu,Simulated,5,225.49831619334927
1801,2005.0,Cu,Simulated,5,231.0570912893731
1802,2006.0,Cu,Simulated,5,247.77414710340997
1803,2007.0,Cu,Simulated,5,298.008623810073
1804,2008.0,Cu,Simulated,5,306.7058514690661
1805,2009.0,Cu,Simulated,5,311.94113498468084
1806,2010.0,Cu,Simulated,5,338.81263713303485
1807,2011.0,Cu,Simulated,5,334.7041668983502
1808,2012.0,Cu,Simulated,5,338.9462153177861
1809,2013.0,Cu,Simulated,5,343.51696507961367
1810,2014.0,Cu,Simulated,5,335.4963207658927
1811,2015.0,Cu,Simulated,5,350.7435624620091
1812,2016.0,Cu,Simulated,5,294.9726995451239
1813,2017.0,Cu,Simulated,5,277.86705452453333
1814,2018.0,Cu,Simulated,5,234.42603567899627
1815,2019.0,Cu,Simulated,5,209.05179191850624
1816,2001.0,Cu,Simulated,6,227.24576810646133
1817,2002.0,Cu,Simulated,6,221.3180865378027
1818,2003.0,Cu,Simulated,6,256.42561480924314
1819,2004.0,Cu,Simulated,6,270.1888794343721
1820,2005.0,Cu,Simulated,6,264.05825702991336
1821,2006.0,Cu,Simulated,6,267.6107151651584
1822,2007.0,Cu,Simulated,6,274.16871409006615
1823,2008.0,Cu,Simulated,6,278.3618883309685
1824,2009.0,Cu,Simulated,6,279.78387130426336
1825,2010.0,Cu,Simulated,6,285.421689270488
1826,2011.0,Cu,Simulated,6,297.90475911181056
1827,2012.0,Cu,Simulated,6,311.1723476119733
1828,2013.0,Cu,Simulated,6,327.92331689913664
1829,2014.0,Cu,Simulated,6,344.7861196316361
1830,2015.0,Cu,Simulated,6,362.4634928516736
1831,2016.0,Cu,Simulated,6,377.2705404206726
1832,2017.0,Cu,Simulated,6,395.5458217213492
1833,2018.0,Cu,Simulated,6,405.06665356797737
1834,2019.0,Cu,Simulated,6,418.74745535480616
1835,2001.0,Cu,Simulated,7,248.3228517424501
1836,2002.0,Cu,Simulated,7,197.0803743172422
1837,2003.0,Cu,Simulated,7,240.9244527085083
1838,2004.0,Cu,Simulated,7,200.78476758095985
1839,2005.0,Cu,Simulated,7,174.05922844232845
1840,2006.0,Cu,Simulated,7,188.49029524441403
1841,2007.0,Cu,Simulated,7,157.73999023304015
1842,2008.0,Cu,Simulated,7,173.34499544659374
1843,2009.0,Cu,Simulated,7,196.7478729130576
1844,2010.0,Cu,Simulated,7,198.9002060696633
1845,2011.0,Cu,Simulated,7,236.48582256369116
1846,2012.0,Cu,Simulated,7,255.43881549058668
1847,2013.0,Cu,Simulated,7,252.3484274357061
1848,2014.0,Cu,Simulated,7,249.28856595513523
1849,2015.0,Cu,Simulated,7,228.59587996857667
1850,2016.0,Cu,Simulated,7,198.91582192988255
1851,2017.0,Cu,Simulated,7,178.30176273052865
1852,2018.0,Cu,Simulated,7,157.75315022467785
1853,2019.0,Cu,Simulated,7,169.26283673994132
1854,2001.0,Cu,Simulated,8,230.64719364405727
1855,2002.0,Cu,Simulated,8,226.68551267193973
1856,2003.0,Cu,Simulated,8,221.04610790621007
1857,2004.0,Cu,Simulated,8,220.08764750085928
1858,2005.0,Cu,Simulated,8,215.61552624332023
1859,2006.0,Cu,Simulated,8,216.4516913635551
1860,2007.0,Cu,Simulated,8,229.6008945576478
1861,2008.0,Cu,Simulated,8,231.1739534243562
1862,2009.0,Cu,Simulated,8,237.533283354611
1863,2010.0,Cu,Simulated,8,238.4133586526889
1864,2011.0,Cu,Simulated,8,233.70756606915683
1865,2012.0,Cu,Simulated,8,231.8654485494233
1866,2013.0,Cu,Simulated,8,233.6143532060505
1867,2014.0,Cu,Simulated,8,234.2578875871751
1868,2015.0,Cu,Simulated,8,245.628998273852
1869,2016.0,Cu,Simulated,8,232.86318107344368
1870,2017.0,Cu,Simulated,8,237.5125912255401
1871,2018.0,Cu,Simulated,8,242.2473529875597
1872,2019.0,Cu,Simulated,8,241.6643257271672
1873,2001.0,Cu,Simulated,9,231.86153309418216
1874,2002.0,Cu,Simulated,9,222.8574740442185
1875,2003.0,Cu,Simulated,9,274.5462950017712
1876,2004.0,Cu,Simulated,9,257.625269596398
1877,2005.0,Cu,Simulated,9,235.00165210403944
1878,2006.0,Cu,Simulated,9,281.8152459358648
1879,2007.0,Cu,Simulated,9,274.9349491556243
1880,2008.0,Cu,Simulated,9,298.74606642277257
1881,2009.0,Cu,Simulated,9,321.8723346883502
1882,2010.0,Cu,Simulated,9,362.3458638715848
1883,2011.0,Cu,Simulated,9,416.5090576232787
1884,2012.0,Cu,Simulated,9,456.31807576940014
1885,2013.0,Cu,Simulated,9,486.0385647840485
1886,2014.0,Cu,Simulated,9,500.9242305469261
1887,2015.0,Cu,Simulated,9,513.7043535533469
1888,2016.0,Cu,Simulated,9,496.9603876795096
1889,2017.0,Cu,Simulated,9,501.5279623708821
1890,2018.0,Cu,Simulated,9,492.2075746197412
1891,2019.0,Cu,Simulated,9,506.9338834266732
1892,2001.0,Cu,Simulated,10,253.2566317723825
1893,2002.0,Cu,Simulated,10,297.9236842296249
1894,2003.0,Cu,Simulated,10,222.95798429796264
1895,2004.0,Cu,Simulated,10,302.75922910455506
1896,2005.0,Cu,Simulated,10,213.47234531590416
1897,2006.0,Cu,Simulated,10,222.7263171997538
1898,2007.0,Cu,Simulated,10,156.76214261983156
1899,2008.0,Cu,Simulated,10,165.43616391296175
1900,2009.0,Cu,Simulated,10,150.9904691065154
1901,2010.0,Cu,Simulated,10,172.59699393723332
1902,2011.0,Cu,Simulated,10,179.79325782682375
1903,2012.0,Cu,Simulated,10,253.87900219711105
1904,2013.0,Cu,Simulated,10,226.5850201377152
1905,2014.0,Cu,Simulated,10,343.7074240653376
1906,2015.0,Cu,Simulated,10,295.7910475828697
1907,2016.0,Cu,Simulated,10,336.75440949372086
1908,2017.0,Cu,Simulated,10,375.85578725335535
1909,2018.0,Cu,Simulated,10,410.2862695678542
1910,2019.0,Cu,Simulated,10,387.7430056385175
1911,2001.0,Cu,Simulated,11,259.719570736155
1912,2002.0,Cu,Simulated,11,260.679063695676
1913,2003.0,Cu,Simulated,11,345.4186005935671
1914,2004.0,Cu,Simulated,11,354.87527122532583
1915,2005.0,Cu,Simulated,11,372.4655503014444
1916,2006.0,Cu,Simulated,11,298.8429605632292
1917,2007.0,Cu,Simulated,11,328.7355707119256
1918,2008.0,Cu,Simulated,11,217.64143507431345
1919,2009.0,Cu,Simulated,11,260.3550571680136
1920,2010.0,Cu,Simulated,11,333.36281569656313
1921,2011.0,Cu,Simulated,11,329.28000642844626
1922,2012.0,Cu,Simulated,11,349.58971965106974
1923,2013.0,Cu,Simulated,11,527.5492925043418
1924,2014.0,Cu,Simulated,11,410.9668632448467
1925,2015.0,Cu,Simulated,11,471.3977667052848
1926,2016.0,Cu,Simulated,11,586.8896863960704
1927,2017.0,Cu,Simulated,11,784.1143849388187
1928,2018.0,Cu,Simulated,11,691.834023638077
1929,2019.0,Cu,Simulated,11,798.1632906694311
1930,2001.0,Cu,Simulated,12,250.848793712141
1931,2002.0,Cu,Simulated,12,267.3277547903867
1932,2003.0,Cu,Simulated,12,270.76017928865787
1933,2004.0,Cu,Simulated,12,276.97407184375254
1934,2005.0,Cu,Simulated,12,283.70786332278846
1935,2006.0,Cu,Simulated,12,292.19629609034087
1936,2007.0,Cu,Simulated,12,299.56523756805257
1937,2008.0,Cu,Simulated,12,308.69095424878753
1938,2009.0,Cu,Simulated,12,312.39474291314593
1939,2010.0,Cu,Simulated,12,318.2152740110256
1940,2011.0,Cu,Simulated,12,324.6952302058488
1941,2012.0,Cu,Simulated,12,330.0043503779272
1942,2013.0,Cu,Simulated,12,334.2537510079725
1943,2014.0,Cu,Simulated,12,334.53548620469985
1944,2015.0,Cu,Simulated,12,331.6112095839691
1945,2016.0,Cu,Simulated,12,328.8533631824755
1946,2017.0,Cu,Simulated,12,329.41645487941827
1947,2018.0,Cu,Simulated,12,331.1639184042968
1948,2019.0,Cu,Simulated,12,331.7895252532485
1949,2001.0,Cu,Simulated,13,226.36858511681547
1950,2002.0,Cu,Simulated,13,195.74534405116364
1951,2003.0,Cu,Simulated,13,241.330930905333
1952,2004.0,Cu,Simulated,13,218.1514345588592
1953,2005.0,Cu,Simulated,13,198.09740504215597
1954,2006.0,Cu,Simulated,13,245.80321669211276
1955,2007.0,Cu,Simulated,13,218.46983363809215
1956,2008.0,Cu,Simulated,13,245.99777618645004
1957,2009.0,Cu,Simulated,13,233.7031962259328
1958,2010.0,Cu,Simulated,13,236.86164539883296
1959,2011.0,Cu,Simulated,13,232.271381369331
1960,2012.0,Cu,Simulated,13,255.88431442110883
1961,2013.0,Cu,Simulated,13,241.35898758696757
1962,2014.0,Cu,Simulated,13,221.3845820358003
1963,2015.0,Cu,Simulated,13,199.6487835915832
1964,2016.0,Cu,Simulated,13,181.3764149395312
1965,2017.0,Cu,Simulated,13,174.37292764667112
1966,2018.0,Cu,Simulated,13,151.59775524854328
1967,2019.0,Cu,Simulated,13,145.07797006637117
1968,2001.0,Cu,Simulated,14,227.05972532480797
1969,2002.0,Cu,Simulated,14,231.74034594756748
1970,2003.0,Cu,Simulated,14,236.63039093236205
1971,2004.0,Cu,Simulated,14,241.09988473968204
1972,2005.0,Cu,Simulated,14,247.3691377447718
1973,2006.0,Cu,Simulated,14,249.05363373617743
1974,2007.0,Cu,Simulated,14,254.40165637633137
1975,2008.0,Cu,Simulated,14,255.76721307289048
1976,2009.0,Cu,Simulated,14,254.32544498440765
1977,2010.0,Cu,Simulated,14,253.50920703442668
1978,2011.0,Cu,Simulated,14,252.38593715792567
1979,2012.0,Cu,Simulated,14,252.20750310681896
1980,2013.0,Cu,Simulated,14,253.01627785345448
1981,2014.0,Cu,Simulated,14,253.6250852586935
1982,2015.0,Cu,Simulated,14,249.1649996900816
1983,2016.0,Cu,Simulated,14,248.7131641265596
1984,2017.0,Cu,Simulated,14,246.92792509823
1985,2018.0,Cu,Simulated,14,244.9671650263608
1986,2019.0,Cu,Simulated,14,244.23313531063107
1987,2001.0,Cu,Simulated,15,243.64758581112332
1988,2002.0,Cu,Simulated,15,233.9499662005254
1989,2003.0,Cu,Simulated,15,241.55659178785663
1990,2004.0,Cu,Simulated,15,225.90102183757617
1991,2005.0,Cu,Simulated,15,229.5782560501804
1992,2006.0,Cu,Simulated,15,219.66366138470372
1993,2007.0,Cu,Simulated,15,224.7771123245029
1994,2008.0,Cu,Simulated,15,233.1757740566803
1995,2009.0,Cu,Simulated,15,245.67158074779388
1996,2010.0,Cu,Simulated,15,272.1864534121332
1997,2011.0,Cu,Simulated,15,287.6055221988599
1998,2012.0,Cu,Simulated,15,269.92196305366923
1999,2013.0,Cu,Simulated,15,247.7998362848629
2000,2014.0,Cu,Simulated,15,203.3320522004536
2001,2015.0,Cu,Simulated,15,166.64119146750653
2002,2016.0,Cu,Simulated,15,143.7852292105354
2003,2017.0,Cu,Simulated,15,146.38135867285516
2004,2018.0,Cu,Simulated,15,164.2879294438139
2005,2019.0,Cu,Simulated,15,204.45229895826256
2006,2001.0,Cu,Simulated,16,234.60997638958847
2007,2002.0,Cu,Simulated,16,243.8349543704608
2008,2003.0,Cu,Simulated,16,250.44487011107407
2009,2004.0,Cu,Simulated,16,254.18642170052485
2010,2005.0,Cu,Simulated,16,263.8435639549008
2011,2006.0,Cu,Simulated,16,285.7823125304192
2012,2007.0,Cu,Simulated,16,305.635752566769
2013,2008.0,Cu,Simulated,16,318.9695866404001
2014,2009.0,Cu,Simulated,16,323.0165094262041
2015,2010.0,Cu,Simulated,16,323.60651879550664
2016,2011.0,Cu,Simulated,16,342.3098609382452
2017,2012.0,Cu,Simulated,16,344.12291525818705
2018,2013.0,Cu,Simulated,16,342.86741106808535
2019,2014.0,Cu,Simulated,16,346.9764701720524
2020,2015.0,Cu,Simulated,16,346.72624643104126
2021,2016.0,Cu,Simulated,16,341.0000206181634
2022,2017.0,Cu,Simulated,16,342.825219948558
2023,2018.0,Cu,Simulated,16,346.0709189582701
2024,2019.0,Cu,Simulated,16,347.77629669600304
2025,2001.0,Cu,Simulated,17,228.00001919699187
2026,2002.0,Cu,Simulated,17,239.75079805808747
2027,2003.0,Cu,Simulated,17,230.7748640053034
2028,2004.0,Cu,Simulated,17,248.06553614214045
2029,2005.0,Cu,Simulated,17,267.1390611156788
2030,2006.0,Cu,Simulated,17,311.34251627433474
2031,2007.0,Cu,Simulated,17,378.136803230322
2032,2008.0,Cu,Simulated,17,463.14441461096345
2033,2009.0,Cu,Simulated,17,521.9390162951867
2034,2010.0,Cu,Simulated,17,529.0059788903726
2035,2011.0,Cu,Simulated,17,501.1393353414312
2036,2012.0,Cu,Simulated,17,470.3346073179217
2037,2013.0,Cu,Simulated,17,449.896725733098
2038,2014.0,Cu,Simulated,17,417.8505821198133
2039,2015.0,Cu,Simulated,17,403.2879737913024
2040,2016.0,Cu,Simulated,17,414.87976194880673
2041,2017.0,Cu,Simulated,17,406.5766869942732
2042,2018.0,Cu,Simulated,17,410.45459100788656
2043,2019.0,Cu,Simulated,17,413.6203918598165
2044,2001.0,Cu,Simulated,18,243.78821119999463
2045,2002.0,Cu,Simulated,18,300.2307538487312
2046,2003.0,Cu,Simulated,18,254.47078790695977
2047,2004.0,Cu,Simulated,18,377.8494633956743
2048,2005.0,Cu,Simulated,18,315.8618237436646
2049,2006.0,Cu,Simulated,18,348.6382099176511
2050,2007.0,Cu,Simulated,18,395.00322960554223
2051,2008.0,Cu,Simulated,18,385.0748084716781
2052,2009.0,Cu,Simulated,18,364.8440524380041
2053,2010.0,Cu,Simulated,18,500.4053532546437
2054,2011.0,Cu,Simulated,18,576.2106317774295
2055,2012.0,Cu,Simulated,18,596.853976094164
2056,2013.0,Cu,Simulated,18,635.3072582791684
2057,2014.0,Cu,Simulated,18,793.1216946182908
2058,2015.0,Cu,Simulated,18,891.7473073094725
2059,2016.0,Cu,Simulated,18,1031.0385288837265
2060,2017.0,Cu,Simulated,18,1150.947499460777
2061,2018.0,Cu,Simulated,18,1285.0624360625957
2062,2019.0,Cu,Simulated,18,1455.2713057006476
2063,2001.0,Cu,Simulated,19,228.47603302930943
2064,2002.0,Cu,Simulated,19,180.90133518956895
2065,2003.0,Cu,Simulated,19,207.7715313365833
2066,2004.0,Cu,Simulated,19,258.16104315125693
2067,2005.0,Cu,Simulated,19,241.525853943534
2068,2006.0,Cu,Simulated,19,238.93580907890671
2069,2007.0,Cu,Simulated,19,238.01460911437147
2070,2008.0,Cu,Simulated,19,249.45628922374416
2071,2009.0,Cu,Simulated,19,221.43508903165028
2072,2010.0,Cu,Simulated,19,217.04271563477656
2073,2011.0,Cu,Simulated,19,210.04014898387692
2074,2012.0,Cu,Simulated,19,183.91933872088867
2075,2013.0,Cu,Simulated,19,146.30030420321722
2076,2014.0,Cu,Simulated,19,142.30291205381096
2077,2015.0,Cu,Simulated,19,137.77042121849829
2078,2016.0,Cu,Simulated,19,143.34959348582473
2079,2017.0,Cu,Simulated,19,178.30417338656878
2080,2018.0,Cu,Simulated,19,260.888337201207
2081,2019.0,Cu,Simulated,19,361.7851128654478
2082,2001.0,Cu,Simulated,20,238.7235731082696
2083,2002.0,Cu,Simulated,20,179.33097709032225
2084,2003.0,Cu,Simulated,20,159.89782351687737
2085,2004.0,Cu,Simulated,20,132.18578563837232
2086,2005.0,Cu,Simulated,20,117.70605631427314
2087,2006.0,Cu,Simulated,20,112.00257076641594
2088,2007.0,Cu,Simulated,20,118.15194368177563
2089,2008.0,Cu,Simulated,20,122.4068677624485
2090,2009.0,Cu,Simulated,20,125.06055456299094
2091,2010.0,Cu,Simulated,20,128.76447587185393
2092,2011.0,Cu,Simulated,20,133.96634529857187
2093,2012.0,Cu,Simulated,20,134.2598789402047
2094,2013.0,Cu,Simulated,20,129.65849486844803
2095,2014.0,Cu,Simulated,20,123.58765280050044
2096,2015.0,Cu,Simulated,20,116.1379797150709
2097,2016.0,Cu,Simulated,20,108.12194678550644
2098,2017.0,Cu,Simulated,20,102.96483674883856
2099,2018.0,Cu,Simulated,20,98.66288402559088
2100,2019.0,Cu,Simulated,20,94.97599610293348
2101,2001.0,Cu,Simulated,21,244.43781539980185
2102,2002.0,Cu,Simulated,21,251.00366112347783
2103,2003.0,Cu,Simulated,21,253.0112195643546
2104,2004.0,Cu,Simulated,21,250.5842761235252
2105,2005.0,Cu,Simulated,21,250.74119236144685
2106,2006.0,Cu,Simulated,21,252.21972589189983
2107,2007.0,Cu,Simulated,21,250.88440278807687
2108,2008.0,Cu,Simulated,21,251.3069074183637
2109,2009.0,Cu,Simulated,21,249.4046179542218
2110,2010.0,Cu,Simulated,21,247.76528180106
2111,2011.0,Cu,Simulated,21,252.38797192015403
2112,2012.0,Cu,Simulated,21,250.92842868111373
2113,2013.0,Cu,Simulated,21,252.8497462370945
2114,2014.0,Cu,Simulated,21,253.41180569560177
2115,2015.0,Cu,Simulated,21,253.96119500773503
2116,2016.0,Cu,Simulated,21,254.22850518798333
2117,2017.0,Cu,Simulated,21,254.68242893145123
2118,2018.0,Cu,Simulated,21,255.9713880607176
2119,2019.0,Cu,Simulated,21,256.5780974374283
2120,2001.0,Cu,Simulated,22,238.42075191514556
2121,2002.0,Cu,Simulated,22,246.78989857199025
2122,2003.0,Cu,Simulated,22,249.1733744449277
2123,2004.0,Cu,Simulated,22,265.00806543439097
2124,2005.0,Cu,Simulated,22,279.0349074404507
2125,2006.0,Cu,Simulated,22,293.937055651091
2126,2007.0,Cu,Simulated,22,306.8861279448018
2127,2008.0,Cu,Simulated,22,311.39393421048845
2128,2009.0,Cu,Simulated,22,298.5139137832357
2129,2010.0,Cu,Simulated,22,280.80208283338607
2130,2011.0,Cu,Simulated,22,282.45798860287164
2131,2012.0,Cu,Simulated,22,289.68133811445523
2132,2013.0,Cu,Simulated,22,297.8940943581693
2133,2014.0,Cu,Simulated,22,305.3098689545536
2134,2015.0,Cu,Simulated,22,308.5886233211222
2135,2016.0,Cu,Simulated,22,307.678515804893
2136,2017.0,Cu,Simulated,22,309.1748081577446
2137,2018.0,Cu,Simulated,22,312.11293171200464
2138,2019.0,Cu,Simulated,22,317.21723596405513
2139,2001.0,Cu,Simulated,23,251.57688908762032
2140,2002.0,Cu,Simulated,23,206.99948822516416
2141,2003.0,Cu,Simulated,23,338.917263294616
2142,2004.0,Cu,Simulated,23,305.81149476675574
2143,2005.0,Cu,Simulated,23,324.2767879818764
2144,2006.0,Cu,Simulated,23,395.8268705823254
2145,2007.0,Cu,Simulated,23,451.9089880301082
2146,2008.0,Cu,Simulated,23,438.11555915948617
2147,2009.0,Cu,Simulated,23,444.1033088291356
2148,2010.0,Cu,Simulated,23,538.685361205561
2149,2011.0,Cu,Simulated,23,449.1276532923952
2150,2012.0,Cu,Simulated,23,589.6588751163218
2151,2013.0,Cu,Simulated,23,573.4990909415802
2152,2014.0,Cu,Simulated,23,563.8107992622964
2153,2015.0,Cu,Simulated,23,562.4550842502679
2154,2016.0,Cu,Simulated,23,542.2324824464414
2155,2017.0,Cu,Simulated,23,541.9574654688562
2156,2018.0,Cu,Simulated,23,505.0614917081008
2157,2019.0,Cu,Simulated,23,501.3249891855943
2158,2001.0,Cu,Simulated,24,247.21655204353328
2159,2002.0,Cu,Simulated,24,246.8195399041888
2160,2003.0,Cu,Simulated,24,263.8662041686822
2161,2004.0,Cu,Simulated,24,262.94802462901805
2162,2005.0,Cu,Simulated,24,236.95512517292573
2163,2006.0,Cu,Simulated,24,209.9217756909471
2164,2007.0,Cu,Simulated,24,177.4391619990594
2165,2008.0,Cu,Simulated,24,157.45267509643017
2166,2009.0,Cu,Simulated,24,138.8839174275933
2167,2010.0,Cu,Simulated,24,132.29555644866278
2168,2011.0,Cu,Simulated,24,143.8907916923207
2169,2012.0,Cu,Simulated,24,156.85591124082302
2170,2013.0,Cu,Simulated,24,177.4448491362673
2171,2014.0,Cu,Simulated,24,206.40241671214483
2172,2015.0,Cu,Simulated,24,260.12450974703563
2173,2016.0,Cu,Simulated,24,280.1563109118674
2174,2017.0,Cu,Simulated,24,319.28451105195285
2175,2018.0,Cu,Simulated,24,336.01258598356736
2176,2019.0,Cu,Simulated,24,313.0814002632816
2177,2001.0,Cu,Simulated,25,247.24636391653004
2178,2002.0,Cu,Simulated,25,250.79901019150896
2179,2003.0,Cu,Simulated,25,251.7861876000654
2180,2004.0,Cu,Simulated,25,253.87228688027523
2181,2005.0,Cu,Simulated,25,251.8038112374213
2182,2006.0,Cu,Simulated,25,249.04320369568768
2183,2007.0,Cu,Simulated,25,246.0077733795739
2184,2008.0,Cu,Simulated,25,242.1817138874794
2185,2009.0,Cu,Simulated,25,239.94195326525457
2186,2010.0,Cu,Simulated,25,240.07796998166145
2187,2011.0,Cu,Simulated,25,243.2407827613704
2188,2012.0,Cu,Simulated,25,246.8964622979724
2189,2013.0,Cu,Simulated,25,251.97000228912196
2190,2014.0,Cu,Simulated,25,256.4817602988189
2191,2015.0,Cu,Simulated,25,260.11840317399657
2192,2016.0,Cu,Simulated,25,262.952326553986
2193,2017.0,Cu,Simulated,25,265.4000569986188
2194,2018.0,Cu,Simulated,25,267.6355469177307
